Date,Time,Value,Parameter,mealMoment
31,27272,0.766688,EDA,1.0
31,27273,0.751308,EDA,1.0
31,27274,0.747463,EDA,1.0
31,27275,0.775659,EDA,1.0
31,27276,0.747463,EDA,1.0
31,27277,0.756434,EDA,1.0
31,27278,0.753871,EDA,1.0
31,27279,0.7449,EDA,1.0
31,27280,0.710295,EDA,1.0
31,27281,0.675691,EDA,1.0
31,27282,0.782067,EDA,1.0
31,27283,0.761561,EDA,1.0
31,27284,0.755153,EDA,1.0
31,27285,0.755153,EDA,1.0
31,27286,0.753871,EDA,1.0
31,27287,0.748745,EDA,1.0
31,27288,0.753871,EDA,1.0
31,27289,0.735928,EDA,1.0
31,27290,0.760279,EDA,1.0
31,27291,0.725675,EDA,1.0
31,27292,0.767969,EDA,1.0
31,27293,0.728238,EDA,1.0
31,27294,0.773096,EDA,1.0
31,27295,0.764124,EDA,1.0
31,27296,0.750026,EDA,1.0
31,27297,0.771814,EDA,1.0
31,27298,0.728238,EDA,1.0
31,27299,0.75259,EDA,1.0
31,27300,0.72952,EDA,1.0
31,27301,0.741055,EDA,1.0
31,27302,0.724393,EDA,1.0
31,27303,0.730802,EDA,1.0
31,27304,0.710295,EDA,1.0
31,27305,0.751308,EDA,1.0
31,27306,0.776941,EDA,1.0
31,27307,0.764124,EDA,1.0
31,27308,0.741055,EDA,1.0
31,27309,0.726957,EDA,1.0
31,27310,0.758998,EDA,1.0
31,27311,0.741055,EDA,1.0
31,27312,0.738491,EDA,1.0
31,27313,0.743618,EDA,1.0
31,27314,0.743618,EDA,1.0
31,27315,0.775659,EDA,1.0
31,27316,0.751308,EDA,1.0
31,27317,0.756434,EDA,1.0
31,27318,0.755153,EDA,1.0
31,27319,0.756434,EDA,1.0
31,27320,0.757716,EDA,1.0
31,27321,0.771814,EDA,1.0
31,27322,0.743618,EDA,1.0
31,27323,0.751308,EDA,1.0
31,27324,0.743618,EDA,1.0
31,27325,0.773096,EDA,1.0
31,27326,0.770532,EDA,1.0
31,27327,0.75259,EDA,1.0
31,27328,0.741055,EDA,1.0
31,27329,0.767969,EDA,1.0
31,27330,0.762843,EDA,1.0
31,27331,0.788475,EDA,1.0
31,27332,0.778222,EDA,1.0
31,27333,0.780786,EDA,1.0
31,27334,0.787194,EDA,1.0
31,27335,0.784631,EDA,1.0
31,27336,0.79232,EDA,1.0
31,27337,0.783349,EDA,1.0
31,27338,0.775659,EDA,1.0
31,27339,0.785912,EDA,1.0
31,27340,0.791039,EDA,1.0
31,27341,0.79232,EDA,1.0
31,27342,0.793602,EDA,1.0
31,27343,0.79232,EDA,1.0
31,27344,0.793602,EDA,1.0
31,27345,0.79232,EDA,1.0
31,27346,0.797447,EDA,1.0
31,27347,0.794884,EDA,1.0
31,27348,0.783349,EDA,1.0
31,27349,0.766688,EDA,1.0
31,27350,0.774377,EDA,1.0
31,27351,0.780786,EDA,1.0
31,27352,0.725675,EDA,1.0
31,27353,0.748745,EDA,1.0
31,27354,0.766688,EDA,1.0
31,27355,0.756434,EDA,1.0
31,27356,0.798729,EDA,1.0
31,27357,0.796165,EDA,1.0
31,27358,0.802573,EDA,1.0
31,27359,0.787194,EDA,1.0
31,27360,0.79232,EDA,1.0
31,27361,0.784631,EDA,1.0
31,27362,0.79232,EDA,1.0
31,27363,0.785912,EDA,1.0
31,27364,0.779504,EDA,1.0
31,27365,0.80001,EDA,1.0
31,27366,0.803855,EDA,1.0
31,27367,0.817953,EDA,1.0
31,27368,0.806418,EDA,1.0
31,27369,0.810263,EDA,1.0
31,27370,0.812827,EDA,1.0
31,27371,0.81539,EDA,1.0
31,27372,0.817953,EDA,1.0
31,27373,0.816671,EDA,1.0
31,27374,0.817953,EDA,1.0
31,27375,0.817953,EDA,1.0
31,27376,0.817953,EDA,1.0
31,27377,0.824361,EDA,1.0
31,27378,0.82308,EDA,1.0
31,27379,0.820516,EDA,1.0
31,27380,0.816671,EDA,1.0
31,27381,0.811545,EDA,1.0
31,27382,0.811545,EDA,1.0
31,27383,0.808982,EDA,1.0
31,27384,0.808982,EDA,1.0
31,27385,0.8077,EDA,1.0
31,27386,0.808982,EDA,1.0
31,27387,0.806418,EDA,1.0
31,27388,0.803855,EDA,1.0
31,27389,0.805137,EDA,1.0
31,27390,0.802573,EDA,1.0
31,27391,0.80001,EDA,1.0
31,27392,0.802573,EDA,1.0
31,27393,0.802573,EDA,1.0
31,27394,0.802573,EDA,1.0
31,27395,0.80001,EDA,1.0
31,27396,0.797447,EDA,1.0
31,27397,0.798729,EDA,1.0
31,27398,0.796165,EDA,1.0
31,27399,0.80001,EDA,1.0
31,27400,0.801292,EDA,1.0
31,27401,0.802573,EDA,1.0
31,27402,0.805137,EDA,1.0
31,27403,0.805137,EDA,1.0
31,27404,0.802573,EDA,1.0
31,27405,0.80001,EDA,1.0
31,27406,0.80001,EDA,1.0
31,27407,0.801292,EDA,1.0
31,27408,0.797447,EDA,1.0
31,27409,0.79232,EDA,1.0
31,27410,0.79232,EDA,1.0
31,27411,0.794884,EDA,1.0
31,27412,0.789757,EDA,1.0
31,27413,0.789757,EDA,1.0
31,27414,0.796165,EDA,1.0
31,27415,0.791039,EDA,1.0
31,27416,0.788475,EDA,1.0
31,27417,0.783349,EDA,1.0
31,27418,0.767969,EDA,1.0
31,27419,0.762843,EDA,1.0
31,27420,0.748745,EDA,1.0
31,27421,0.723112,EDA,1.0
31,27422,0.703887,EDA,1.0
31,27423,0.696197,EDA,1.0
31,27424,0.711577,EDA,1.0
31,27425,0.715422,EDA,1.0
31,27426,0.710295,EDA,1.0
31,27427,0.70645,EDA,1.0
31,27428,0.724393,EDA,1.0
31,27429,0.724393,EDA,1.0
31,27430,0.711577,EDA,1.0
31,27431,0.739773,EDA,1.0
31,27432,0.750026,EDA,1.0
31,27433,0.755153,EDA,1.0
31,27434,0.755153,EDA,1.0
31,27435,0.755153,EDA,1.0
31,27436,0.773096,EDA,1.0
31,27437,0.780786,EDA,1.0
31,27438,0.783349,EDA,1.0
31,27439,0.783349,EDA,1.0
31,27440,0.782067,EDA,1.0
31,27441,0.783349,EDA,1.0
31,27442,0.782067,EDA,1.0
31,27443,0.784631,EDA,1.0
31,27444,0.784631,EDA,1.0
31,27445,0.787194,EDA,1.0
31,27446,0.785912,EDA,1.0
31,27447,0.784631,EDA,1.0
31,27448,0.785912,EDA,1.0
31,27449,0.787194,EDA,1.0
31,27450,0.780786,EDA,1.0
31,27451,0.782067,EDA,1.0
31,27452,0.782067,EDA,1.0
31,27453,0.780786,EDA,1.0
31,27454,0.779504,EDA,1.0
31,27455,0.771814,EDA,1.0
31,27456,0.778222,EDA,1.0
31,27457,0.782067,EDA,1.0
31,27458,0.782067,EDA,1.0
31,27459,0.783349,EDA,1.0
31,27460,0.785912,EDA,1.0
31,27461,0.797447,EDA,1.0
31,27462,0.797447,EDA,1.0
31,27463,0.796165,EDA,1.0
31,27464,0.794884,EDA,1.0
31,27465,0.80001,EDA,1.0
31,27466,0.80001,EDA,1.0
31,27467,0.788475,EDA,1.0
31,27468,0.785912,EDA,1.0
31,27469,0.784631,EDA,1.0
31,27470,0.783349,EDA,1.0
31,27471,0.785912,EDA,1.0
31,27472,0.773096,EDA,1.0
31,27473,0.760279,EDA,1.0
31,27474,0.787194,EDA,1.0
31,27475,0.785912,EDA,1.0
31,27476,0.801292,EDA,1.0
31,27477,0.794884,EDA,1.0
31,27478,0.817953,EDA,1.0
31,27479,0.787194,EDA,1.0
31,27480,0.788475,EDA,1.0
31,27481,0.787194,EDA,1.0
31,27482,0.778222,EDA,1.0
31,27483,0.766688,EDA,1.0
31,27484,0.784631,EDA,1.0
31,27485,0.788475,EDA,1.0
31,27486,0.753871,EDA,1.0
31,27487,0.762843,EDA,1.0
31,27488,0.760279,EDA,1.0
31,27489,0.761561,EDA,1.0
31,27490,0.761561,EDA,1.0
31,27491,0.761561,EDA,1.0
31,27492,0.762843,EDA,1.0
31,27493,0.761561,EDA,1.0
31,27494,0.761561,EDA,1.0
31,27495,0.760279,EDA,1.0
31,27496,0.760279,EDA,1.0
31,27497,0.760279,EDA,1.0
31,27498,0.762843,EDA,1.0
31,27499,0.771814,EDA,1.0
31,27500,0.765406,EDA,1.0
31,27501,0.776941,EDA,1.0
31,27502,0.770532,EDA,1.0
31,27503,0.762843,EDA,1.0
31,27504,0.780786,EDA,1.0
31,27505,0.783349,EDA,1.0
31,27506,0.79232,EDA,1.0
31,27507,0.793602,EDA,1.0
31,27508,0.79232,EDA,1.0
31,27509,0.761561,EDA,1.0
31,27510,0.761561,EDA,1.0
31,27511,0.762843,EDA,1.0
31,27512,0.762843,EDA,1.0
31,27513,0.766688,EDA,1.0
31,27514,0.766688,EDA,1.0
31,27515,0.766688,EDA,1.0
31,27516,0.766688,EDA,1.0
31,27517,0.765406,EDA,1.0
31,27518,0.766688,EDA,1.0
31,27519,0.766688,EDA,1.0
31,27520,0.766688,EDA,1.0
31,27521,0.767969,EDA,1.0
31,27522,0.766688,EDA,1.0
31,27523,0.764124,EDA,1.0
31,27524,0.765406,EDA,1.0
31,27525,0.764124,EDA,1.0
31,27526,0.764124,EDA,1.0
31,27527,0.762843,EDA,1.0
31,27528,0.764124,EDA,1.0
31,27529,0.766688,EDA,1.0
31,27530,0.761561,EDA,1.0
31,27531,0.767969,EDA,1.0
31,27532,0.760279,EDA,1.0
31,27533,0.761561,EDA,1.0
31,27534,0.762843,EDA,1.0
31,27535,0.765406,EDA,1.0
31,27536,0.766688,EDA,1.0
31,27537,0.764124,EDA,1.0
31,27538,0.764124,EDA,1.0
31,27539,0.761561,EDA,1.0
31,27540,0.762843,EDA,1.0
31,27541,0.761561,EDA,1.0
31,27542,0.766688,EDA,1.0
31,27543,0.762843,EDA,1.0
31,27544,0.789757,EDA,1.0
31,27545,0.794884,EDA,1.0
31,27546,0.79232,EDA,1.0
31,27547,0.791039,EDA,1.0
31,27548,0.79232,EDA,1.0
31,27549,0.791039,EDA,1.0
31,27550,0.791039,EDA,1.0
31,27551,0.794884,EDA,1.0
31,27552,0.796165,EDA,1.0
31,27553,0.796165,EDA,1.0
31,27554,0.796165,EDA,1.0
31,27555,0.797447,EDA,1.0
31,27556,0.794884,EDA,1.0
31,27557,0.796165,EDA,1.0
31,27558,0.797447,EDA,1.0
31,27559,0.798729,EDA,1.0
31,27560,0.80001,EDA,1.0
31,27561,0.797447,EDA,1.0
31,27562,0.797447,EDA,1.0
31,27563,0.80001,EDA,1.0
31,27564,0.797447,EDA,1.0
31,27565,0.80001,EDA,1.0
31,27566,0.798729,EDA,1.0
31,27567,0.80001,EDA,1.0
31,27568,0.801292,EDA,1.0
31,27569,0.801292,EDA,1.0
31,27570,0.802573,EDA,1.0
31,27571,0.801292,EDA,1.0
31,27572,0.801292,EDA,1.0
31,27573,0.802573,EDA,1.0
31,27574,0.80001,EDA,1.0
31,27575,0.802573,EDA,1.0
31,27576,0.802573,EDA,1.0
31,27577,0.801292,EDA,1.0
31,27578,0.794884,EDA,1.0
31,27579,0.773096,EDA,1.0
31,27580,0.761561,EDA,1.0
31,27581,0.780786,EDA,1.0
31,27582,0.794884,EDA,1.0
31,27583,0.787194,EDA,1.0
31,27584,0.778222,EDA,1.0
31,27585,0.785912,EDA,1.0
31,27586,0.765406,EDA,1.0
31,27587,0.761561,EDA,1.0
31,27588,0.757716,EDA,1.0
31,27589,0.755153,EDA,1.0
31,27590,0.756434,EDA,1.0
31,27591,0.757716,EDA,1.0
31,27592,0.758998,EDA,1.0
31,27593,0.761561,EDA,1.0
31,27594,0.758998,EDA,1.0
31,27595,0.757716,EDA,1.0
31,27596,0.756434,EDA,1.0
31,27597,0.757716,EDA,1.0
31,27598,0.757716,EDA,1.0
31,27599,0.756434,EDA,1.0
31,27600,0.760279,EDA,1.0
31,27601,0.757716,EDA,1.0
31,27602,0.757716,EDA,1.0
31,27603,0.760279,EDA,1.0
31,27604,0.760279,EDA,1.0
31,27605,0.760279,EDA,1.0
31,27606,0.762843,EDA,1.0
31,27607,0.762843,EDA,1.0
31,27608,0.762843,EDA,1.0
31,27609,0.761561,EDA,1.0
31,27610,0.762843,EDA,1.0
31,27611,0.760279,EDA,1.0
31,27612,0.755153,EDA,1.0
31,27613,0.753871,EDA,1.0
31,27614,0.753871,EDA,1.0
31,27615,0.755153,EDA,1.0
31,27616,0.753871,EDA,1.0
31,27617,0.753871,EDA,1.0
31,27618,0.75259,EDA,1.0
31,27619,0.751308,EDA,1.0
31,27620,0.751308,EDA,1.0
31,27621,0.753871,EDA,1.0
31,27622,0.751308,EDA,1.0
31,27623,0.750026,EDA,1.0
31,27624,0.755153,EDA,1.0
31,27625,0.755153,EDA,1.0
31,27626,0.753871,EDA,1.0
31,27627,0.753871,EDA,1.0
31,27628,0.755153,EDA,1.0
31,27629,0.7449,EDA,1.0
31,27630,0.774377,EDA,1.0
31,27631,0.780786,EDA,1.0
31,27632,0.782067,EDA,1.0
31,27633,0.779504,EDA,1.0
31,27634,0.778222,EDA,1.0
31,27635,0.779504,EDA,1.0
31,27636,0.783349,EDA,1.0
31,27637,0.780786,EDA,1.0
31,27638,0.784631,EDA,1.0
31,27639,0.780786,EDA,1.0
31,27640,0.748745,EDA,1.0
31,27641,0.756434,EDA,1.0
31,27642,0.769251,EDA,1.0
31,27643,0.767969,EDA,1.0
31,27644,0.769251,EDA,1.0
31,27645,0.769251,EDA,1.0
31,27646,0.766688,EDA,1.0
31,27647,0.764124,EDA,1.0
31,27648,0.757716,EDA,1.0
31,27649,0.762843,EDA,1.0
31,27650,0.765406,EDA,1.0
31,27651,0.760279,EDA,1.0
31,27652,0.747463,EDA,1.0
31,27653,0.7449,EDA,1.0
31,27654,0.743618,EDA,1.0
31,27655,0.743618,EDA,1.0
31,27656,0.743618,EDA,1.0
31,27657,0.746181,EDA,1.0
31,27658,0.747463,EDA,1.0
31,27659,0.746181,EDA,1.0
31,27660,0.746181,EDA,1.0
31,27661,0.7449,EDA,1.0
31,27662,0.743618,EDA,1.0
31,27663,0.7449,EDA,1.0
31,27664,0.7449,EDA,1.0
31,27665,0.743618,EDA,1.0
31,27666,0.7449,EDA,1.0
31,27667,0.743618,EDA,1.0
31,27668,0.743618,EDA,1.0
31,27669,0.7449,EDA,1.0
31,27670,0.742336,EDA,1.0
31,27671,0.743618,EDA,1.0
31,27672,0.739773,EDA,1.0
31,27673,0.7449,EDA,1.0
31,27674,0.746181,EDA,1.0
31,27675,0.743618,EDA,1.0
31,27676,0.7449,EDA,1.0
31,27677,0.7449,EDA,1.0
31,27678,0.746181,EDA,1.0
31,27679,0.739773,EDA,1.0
31,27680,0.7449,EDA,1.0
31,27681,0.750026,EDA,1.0
31,27682,0.758998,EDA,1.0
31,27683,0.72952,EDA,1.0
31,27684,0.738491,EDA,1.0
31,27685,0.501388,EDA,1.0
31,27686,0.739773,EDA,1.0
31,27687,0.741055,EDA,1.0
31,27688,0.738491,EDA,1.0
31,27689,0.780786,EDA,1.0
31,27690,0.742336,EDA,1.0
31,27691,0.712859,EDA,1.0
31,27692,0.711577,EDA,1.0
31,27693,0.733365,EDA,1.0
31,27694,0.568033,EDA,1.0
31,27695,0.620581,EDA,1.0
31,27696,0.388604,EDA,1.0
31,27697,0.468066,EDA,1.0
31,27698,0.683381,EDA,1.0
31,27699,0.679536,EDA,1.0
31,27700,0.680818,EDA,1.0
31,27701,0.712859,EDA,1.0
31,27702,0.717985,EDA,1.0
31,27703,0.723112,EDA,1.0
31,27704,0.719267,EDA,1.0
31,27705,0.719267,EDA,1.0
31,27706,0.696197,EDA,1.0
31,27707,0.696197,EDA,1.0
31,27708,0.702606,EDA,1.0
31,27709,0.707732,EDA,1.0
31,27710,0.725675,EDA,1.0
31,27711,0.715422,EDA,1.0
31,27712,0.724393,EDA,1.0
31,27713,0.709014,EDA,1.0
31,27714,0.697479,EDA,1.0
31,27715,0.70645,EDA,1.0
31,27716,0.724393,EDA,1.0
31,27717,0.734647,EDA,1.0
31,27718,0.742336,EDA,1.0
31,27719,0.72952,EDA,1.0
31,27720,0.738491,EDA,1.0
31,27721,0.730802,EDA,1.0
31,27722,0.734647,EDA,1.0
31,27723,0.738491,EDA,1.0
31,27724,0.739773,EDA,1.0
31,27725,0.717985,EDA,1.0
31,27726,0.709014,EDA,1.0
31,27727,0.707732,EDA,1.0
31,27728,0.70645,EDA,1.0
31,27729,0.711577,EDA,1.0
31,27730,0.748745,EDA,1.0
31,27731,0.739773,EDA,1.0
31,27732,0.741055,EDA,1.0
31,27733,0.748745,EDA,1.0
31,27734,0.762843,EDA,1.0
31,27735,0.775659,EDA,1.0
31,27736,0.787194,EDA,1.0
31,27737,0.765406,EDA,1.0
31,27738,0.785912,EDA,1.0
31,27739,0.798729,EDA,1.0
31,27740,0.8077,EDA,1.0
31,27741,0.810263,EDA,1.0
31,27742,0.820516,EDA,1.0
31,27743,0.821798,EDA,1.0
31,27744,0.833333,EDA,1.0
31,27745,0.880754,EDA,1.0
31,27746,0.832051,EDA,1.0
31,27747,0.849994,EDA,1.0
31,27748,0.923048,EDA,1.0
31,27749,0.952525,EDA,1.0
31,27750,0.898696,EDA,1.0
31,27751,0.924329,EDA,1.0
31,27752,0.911513,EDA,1.0
31,27753,0.907668,EDA,1.0
31,27754,0.961497,EDA,1.0
31,27755,0.989693,EDA,1.0
31,27756,0.946117,EDA,1.0
31,27757,0.856402,EDA,1.0
31,27758,0.829488,EDA,1.0
31,27759,0.853839,EDA,1.0
31,27760,0.993538,EDA,1.0
31,27761,0.998664,EDA,1.0
31,27762,0.970537,EDA,1.0
31,27763,1.002578,EDA,1.0
31,27764,0.998733,EDA,1.0
31,27765,0.946186,EDA,1.0
31,27766,0.956439,EDA,1.0
31,27767,0.998733,EDA,1.0
31,27768,0.985917,EDA,1.0
31,27769,1.038464,EDA,1.0
31,27770,1.042309,EDA,1.0
31,27771,1.028211,EDA,1.0
31,27772,1.028211,EDA,1.0
31,27773,1.053844,EDA,1.0
31,27774,1.065379,EDA,1.0
31,27775,1.107673,EDA,1.0
31,27776,1.111518,EDA,1.0
31,27777,1.119208,EDA,1.0
31,27778,1.124334,EDA,1.0
31,27779,1.134587,EDA,1.0
31,27780,1.135869,EDA,1.0
31,27781,1.146122,EDA,1.0
31,27782,1.194824,EDA,1.0
31,27783,1.034619,EDA,1.0
31,27784,1.129461,EDA,1.0
31,27785,1.026929,EDA,1.0
31,27786,1.08204,EDA,1.0
31,27787,1.071787,EDA,1.0
31,27788,1.067942,EDA,1.0
31,27789,1.123052,EDA,1.0
31,27790,1.143559,EDA,1.0
31,27791,1.110236,EDA,1.0
31,27792,1.138432,EDA,1.0
31,27793,1.157657,EDA,1.0
31,27794,1.15253,EDA,1.0
31,27795,1.108954,EDA,1.0
31,27796,1.061534,EDA,1.0
31,27797,1.092293,EDA,1.0
31,27798,1.099983,EDA,1.0
31,27799,1.034619,EDA,1.0
31,27800,0.983354,EDA,1.0
31,27801,0.920553,EDA,1.0
31,27802,0.885949,EDA,1.0
31,27803,0.879541,EDA,1.0
31,27804,0.86288,EDA,1.0
31,27805,0.803924,EDA,1.0
31,27806,0.985917,EDA,1.0
31,27807,1.020521,EDA,1.0
31,27808,0.965411,EDA,1.0
31,27809,1.037183,EDA,1.0
31,27810,1.06666,EDA,1.0
31,27811,1.044873,EDA,1.0
31,27812,1.043591,EDA,1.0
31,27813,1.01155,EDA,1.0
31,27814,1.026929,EDA,1.0
31,27815,0.98848,EDA,1.0
31,27816,1.052562,EDA,1.0
31,27817,0.771883,EDA,1.0
31,27818,0.892288,EDA,1.0
31,27819,1.237118,EDA,1.0
31,27820,1.179445,EDA,1.0
31,27821,1.256343,EDA,1.0
31,27822,1.276849,EDA,1.0
31,27823,1.216612,EDA,1.0
31,27824,1.188416,EDA,1.0
31,27825,1.211486,EDA,1.0
31,27826,1.053844,EDA,1.0
31,27827,1.205077,EDA,1.0
31,27828,0.350155,EDA,1.0
31,27829,1.467913,EDA,1.0
31,27830,1.503799,EDA,1.0
31,27831,0.678324,EDA,1.0
31,27832,1.469095,EDA,1.0
31,27833,1.432027,EDA,1.0
31,27834,1.388451,EDA,1.0
31,27835,1.393578,EDA,1.0
31,27836,1.351284,EDA,1.0
31,27837,1.279512,EDA,1.0
31,27838,1.374353,EDA,1.0
31,27839,1.214148,EDA,1.0
31,27840,1.188515,EDA,1.0
31,27841,1.339749,EDA,1.0
31,27842,1.197487,EDA,1.0
31,27843,1.248752,EDA,1.0
31,27844,1.337086,EDA,1.0
31,27845,1.30889,EDA,1.0
31,27846,1.242245,EDA,1.0
31,27847,1.170404,EDA,1.0
31,27848,0.328436,EDA,1.0
31,27849,1.256343,EDA,1.0
31,27850,0.555286,EDA,1.0
31,27851,0.329718,EDA,1.0
31,27852,1.337086,EDA,1.0
31,27853,1.415266,EDA,1.0
31,27854,1.430745,EDA,1.0
31,27855,0.967974,EDA,1.0
31,27856,1.401168,EDA,1.0
31,27857,1.610076,EDA,1.0
31,27858,1.585824,EDA,1.0
31,27859,1.649906,EDA,1.0
31,27860,1.807547,EDA,1.0
31,27861,1.633244,EDA,1.0
31,27862,1.766535,EDA,1.0
31,27863,1.717832,EDA,1.0
31,27864,1.664004,EDA,1.0
31,27865,1.674257,EDA,1.0
31,27866,1.784478,EDA,1.0
31,27867,1.73962,EDA,1.0
31,27868,1.687073,EDA,1.0
31,27869,1.651187,EDA,1.0
31,27870,1.640934,EDA,1.0
31,27871,1.652469,EDA,1.0
31,27872,1.670412,EDA,1.0
31,27873,1.65375,EDA,1.0
31,27874,1.637089,EDA,1.0
31,27875,1.622991,EDA,1.0
31,27876,1.638371,EDA,1.0
31,27877,1.690918,EDA,1.0
31,27878,1.706298,EDA,1.0
31,27879,1.464068,EDA,1.0
31,27880,1.707579,EDA,1.0
31,27881,1.688355,EDA,1.0
31,27882,1.706298,EDA,1.0
31,27883,1.769098,EDA,1.0
31,27884,1.635808,EDA,1.0
31,27885,1.630681,EDA,1.0
31,27886,1.778069,EDA,1.0
31,27887,1.733212,EDA,1.0
31,27888,1.73962,EDA,1.0
31,27889,1.756282,EDA,1.0
31,27890,1.751155,EDA,1.0
31,27891,1.737057,EDA,1.0
31,27892,1.722959,EDA,1.0
31,27893,1.711424,EDA,1.0
31,27894,1.757563,EDA,1.0
31,27895,1.812674,EDA,1.0
31,27896,1.901107,EDA,1.0
31,27897,1.893616,EDA,1.0
31,27898,1.885927,EDA,1.0
31,27899,1.957698,EDA,1.0
31,27900,1.934629,EDA,1.0
31,27901,1.941037,EDA,1.0
31,27902,1.894898,EDA,1.0
31,27903,1.884645,EDA,1.0
31,27904,1.874392,EDA,1.0
31,27905,1.869265,EDA,1.0
31,27906,1.855167,EDA,1.0
31,27907,1.889772,EDA,1.0
31,27908,1.894898,EDA,1.0
31,27909,1.992303,EDA,1.0
31,27910,1.923094,EDA,1.0
31,27911,1.88849,EDA,1.0
31,27912,1.570643,EDA,1.0
31,27913,0.536062,EDA,1.0
31,27914,1.249935,EDA,1.0
31,27915,1.533276,EDA,1.0
31,27916,0.95013,EDA,1.0
31,27917,0.537007,EDA,1.0
31,27918,1.012931,EDA,1.0
31,27919,2.088226,EDA,1.0
31,27920,2.663708,EDA,1.0
31,27921,2.667552,EDA,1.0
31,27922,2.817504,EDA,1.0
31,27923,2.823913,EDA,1.0
31,27924,0.810432,EDA,1.0
31,27925,2.421652,EDA,1.0
31,27926,2.695749,EDA,1.0
31,27927,2.793153,EDA,1.0
31,27928,2.838011,EDA,1.0
31,27929,3.211853,EDA,1.0
